uc_seq,name,gugun,lat,lng,site,title,subtitle,address1,address2,homepage_u,usage_day,rprsntv_me,main_img_n,main_img_t,itemcntnts,WKT
"564","김유순대구뽈찜","남구","35.136368","129.09152","김유순대구뽈찜","김유순대구뽈찜","-","남구 진남로15","-","-","11:30-21:00","대구뽈찜","https://www.visitbusan.net/uploadImgs/files/cntnts/20230525155402064_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230525155402064_thumbL","충무식당이란 이름으로도 많이 기억하고 있는 대구뽈찜전문점으로양파가 가득 들어간 빨간 양념이 특징이다. 콩나물과 빨간 양념이 수북하게 쌓여있는독특한 모습의 대구뽈찜은 막걸리와도","POINT (129.09152 35.136368)"
"566","백산키친","동구","35.13873","129.06345","백산키친","백산키친","-","동구 조방로14 동일타워 225호","-","-","17:30-01:00","모듬숙성회, 수비드 스테이크","https://www.visitbusan.net/uploadImgs/files/cntnts/20230605130411396_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230605130411396_thumbL","계절재료를 사용해 사시미, 구이, 탕 등 다양한 요리를 만들어내는 일식주점으로술을 즐기려 찾았다가 배부르게 식사하게 된다는 무서운 곳이다.숙련된 쉐프가 정성껏 준비하는 친절하고 기�","POINT (129.06345 35.13873)"
"576","왔다식당","영도구","35.094036","129.05635","왔다식당","왔다식당","-","영도구 하나길 811","-","-","08:30-15:00","스지수육, 스지 된장전골","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608114049598_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608114049598_thumbL","일본인 손님들도 자주 찾는 이곳은 30여 년간 운영해온 한우스지요리 전문점으로, 부드러운 식감의 스지는 반드시 한우만 사용한다고 한다.대표메뉴인 된장전골을 먹을 때는 반드시 라면사리�","POINT (129.05635 35.094036)"
"577","영변횟집","해운대구","35.1808","129.20293","-","영변횟집","영변횟집","부산 해운대구 송정해변로 30","-","-","11:00a.m. ~ 21:30p.m.","세꼬시(넙치), 모듬회","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818134302422_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818134302422_thumbL","뼈와 함께 먹는 잘게 썬 세꼬시가 특히 유명한 생선회전문점으로, 도다리, 광어, 우럭, 돌돔, 농어 등 다양한 활어를 철에 따라 즐길 수 있다. 특히 가자미나 광어를 이용한 세꼬시가 인기 메뉴�","POINT (129.20293 35.1808)"
"865","방코","강서구","35.11546","128.92226","방코","방코","-","강서구 새진목길 51, 1,2층","-","-","11:30-14:30 / 17:00-20:30","풍기 트러플 피자 , 무화과 블루치즈 피자","https://www.visitbusan.net/uploadImgs/files/cntnts/20230602140648465_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230602140648465_thumbL","특이한 외관의 이 건물은 화덕에 구운 피자와 파스타를 만드는 곳이다.신선한 재료와 새로운 조리법을 사용하여 풍부하고 담백한 맛을 내는 것이 특징이다.트러플로 향을 낸 피자와 블루치즈�","POINT (128.92226 35.11546)"
"877","얼크니손칼국수(기장본점)","기장군","35.255756","129.21614","얼크니손칼국수(기장본점)","얼크니손칼국수(기장본점)","-","부산 기장군 기장읍 차성로 417번길 22","-","-","am 11:20 ~ pm 21:30(Last order 20:30)","얼크니손칼국수, 만두","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819144753937_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819144753937_thumbL","간단히 준비된 샤브샤브를 먹은 후 직접 면을 넣고 조리해 먹는 칼국수 가격에 비해 푸짐한 재료들이 특징이다. 먼저 샤브샤브를 먹고 그 국물에 칼국수를 만들어 먹고 나면, 점원이 볶음밥을","POINT (129.21614 35.255756)"
"886","곤국","남구","35.1477","129.06758","곤국","곤국","-","부산 남구 황령대로74번길 51-1","-","-","am 11:30 ~ pm 20:00(break time 14:00~17:30)","한우 곰탕, 한우스지수육","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819150211450_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819150211450_thumbL","곰탕전문식당인 이 곳은 오래 끓여 부드러운 고기와 맛이 진한 국물이 특징으로, 밥을 말아서 나오지 않고, 갓 지은 솥밥이 따로 제공된다.","POINT (129.06758 35.1477)"
"887","다이닝센 부산본점","남구","35.124435","129.11235","다이닝센 부산본점","다이닝센 부산본점","-","부산 남구 용호로 88","-","-","am 11:30 ~ pm 21:30","쇠고기 찹스테이크 샐러드, 목살필라프","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820090928003_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820090928003_thumbL","패밀리레스토랑 다이닝센은 직접 만드는 소스들을 사용하고, 비교적 저렴한 가격에 비해 높은 수준의 음식들이 제공된다. 행사를 위한 시설과 공간도 잘 준비되어 있다.","POINT (129.11235 35.124435)"
"890","오륙도 가원","남구","35.106773","129.11171","오륙도 가원","오륙도 가원","-","남구 백운포로 14","-","-","11:30-21:30","특수부위, 한우모음","https://www.visitbusan.net/uploadImgs/files/cntnts/20230603134954264_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230603134954264_thumbL","건축상을 받은 아름다운 외관과 잘 가꾸어진 넓은 잔디정원이 인상적이다.이곳은 유명한 한우숯불구이 전문식당으로, 제공되는 음식과 서비스 등모든 것이 무척 고급스럽다","POINT (129.11171 35.106773)"
"892","한우랑","남구","35.130306","129.0949","한우랑","한우랑","-","부산 남구 유엔로 171","-","http://hanwoorang.fordining.kr","am 10:00 ~ pm 22:00","한우 특수부위 (100g), 한우 꽃등심(100g)","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818152932317_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818152932317_thumbL","한우 숯불구이 전문점으로 모든 메뉴는 국내에서 생산된 질 좋은 재료만 사용해 만들어진다. 한우는 특히 굽는 솜씨에 따라 맛의 차이가 크게 나는데, 이 곳은 숙련된 점원이 고기를 구워준다.","POINT (129.0949 35.130306)"
"893","해남식당","남구","35.134193","129.11122","해남식당","해남식당","-","남구 분포로 145(용호동 W스퀘어)","용호동 더블유스퀘어","-","am 11:30 ~ pm 21:00브레이크타임 15:00 ~ 17:00라스트 오더 20:30","묵은지수육한판, 옛날김치찌개","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818153601185_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818153601185_thumbL","김치요리전문식당인 이 곳은 배추산지로 유명한 해남의 배추를 사용 하여, 오랜 시간 숙성시킨 묵은지를 사용하는 것이 특징이며, 다양한 김치요리를 먹을 수 있다. 해남묵은지에 대한 높은 �","POINT (129.11122 35.134193)"
"899","범일빈대떡","동구","35.139576","129.05621","범일빈대떡","범일빈대떡","-","동구 중앙대로 519","-","-","15:00-24:00","빈대떡, 파전","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608143915784_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608143915784_thumbL","‘백종원의 3대천왕’이라는 유명 요리 버라이어티쇼에 출연했던 곳으로,지금은 흔치 않은 빈대떡 전문점이다. 오래된 감성을 가지고 있는 이곳의 대표메뉴 빈대떡은 100% 녹두를 사용해서 만�","POINT (129.05621 35.139576)"
"904","금강만두","동래구","35.196102","129.06027","금강만두","금강만두","-","부산 동래구 사직북로5번길 11","-","-","11:00-20:30","충무세트(충무김밥+만두국), 육개장","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607173727769_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607173727769_thumbL","미식가들만 찾아가던 숨은 가게였지만현재 사람들이 쉽게 찾을 수 있는 큰 매장으로 옮겨 운영하고 있다.만두 뿐 아니라 깔끔한 맛의 육개장이 더 유명한 맛집이다.","POINT (129.06027 35.196102)"
"911","고을산채","영도구","35.093414","129.0448","고을산채","고을산채","-","부산 영도구 대교로 2번길 7","-","-","am 11:30 ~ pm 21:30","소고기버섯전골, 곱창전골","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818175032095_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200818175032095_thumbL","2006년부터 운영해온 한식당으로, 모든 반찬들을 주인이 직접 만든다. 점심에는 제철반찬이 함께 제공되는 산채정식 비빔밥을 먹으러 오는 사람이 많으며, 저녁에는 소고기버섯전골과 곱창전�","POINT (129.0448 35.093414)"
"917","석화정","영도구","35.07709","129.07228","석화정","석화정","-","영도구 동삼로 42번길 16-11","-","-","09:00-21:00","굴국밥, 생굴","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608114815119_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608114815119_thumbL","20여 년을 운영해 온 굴요리 전문점으로, 제철 생굴, 굴구이, 굴튀김, 굴파전, 굴김치 등 굴을 이용한 다양한 음식들을 즐길 수 있다. 특히 대표메뉴인 굴국밥은 신선한 자연산 굴을 사용하여, �","POINT (129.07228 35.07709)"
"920","에테르","영도구","35.077286","129.04646","에테르","에테르","-","부산 영도구 절영로 234","-","-","10:00-21:00","랍스터롤, 치킨아보카도롤","https://www.visitbusan.net/uploadImgs/files/cntnts/20230601203455875_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230601203455875_thumbL","흰여울 문화마을의 중심지에 위치한 4층으로 구성된 루프 탑 카페로,전 층에서 영도의 멋진 바다풍경을 감상 할 수 있는 곳이다 .가볍게 음료와 디저트를 즐길 수도 있지만 랍스터롤 등 인기 �","POINT (129.04646 35.077286)"
"926","디저트시네마","연제구","35.176273","129.09052","디저트시네마","디저트시네마","-","부산 연제구 쌍미천로 32-1","-","-","12:00-재료소진","오리지널크로아상, 뺑 오 쇼콜라","https://www.visitbusan.net/uploadImgs/files/cntnts/20230601214408193_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230601214408193_thumbL","크로아상, 뺑 오 쇼콜라 등 페스츄리류를 기반으로 빵을 만들며당일 생산 당일 판매를 원칙으로 한다. 크루아상이 특히 인기 있으며조금 늦게 찾아가면 모든 빵이 매진되어 버리는 인기 베이�","POINT (129.09052 35.176273)"
"928","북경","연제구","35.18377","129.08086","북경","북경","-","부산 연제구 중앙대로 1076번길 11","-","-","am 11:00 ~ pm 21:0015:00~17:00 (Break time)20:30 (Last order)","짜장면, 짬뽕","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172514790_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172514790_thumbL","연산동의 중심가골목에 위치한 중식당으로 요리를 전문으로 하여 이 지역 회사원들이 회식장소로도 자주 찾는 곳이다. 모든 메뉴의 수준이 높은 곳이기도 하지만, 특히 짜장면이 맛있기로 유�","POINT (129.08086 35.18377)"
"929","연산낙지해물탕","연제구","35.182316","129.10692","연산낙지해물탕","연산낙지해물탕","-","부산 연제구 과정로 121","-","-","am 11:30 ~ pm 21:3015:00~17:30 (BREAK TIME)","해물탕, 산낙지전골","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819103408604_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819103408604_thumbL","해물탕은 원래 푸짐한 해산물들이 담겨 나오는 음식이지만, 이 곳의 해물탕은 음식을 잘모르는 사람도 싱싱하다는 것을 알 수 있는 해산물들이 뚜껑이 닫히지 않을 정도로 담겨 나온다. 해물�","POINT (129.10692 35.182316)"
"932","웰빙여행","연제구","35.181526","129.07504","웰빙여행","웰빙여행","-","부산 연제구 중앙대로 1043번길 50","-","-","am 10:00 ~ pm 21:30","매생이칼국수, 고기만두","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819170519954_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819170519954_thumbL","부산시청 근처의 칼국수와 만두전문점으로, 매생이 칼국수, 들깨 칼국수 등 조금 특별한 칼국수와 함께 푸짐한 만두전골을 먹을 수 있는 곳이다. 만두는 매일매일 직접만들며, 여름에는 직접 �","POINT (129.07504 35.181526)"
"933","옻바다전복 삼계탕","연제구","35.18473","129.08128","옻바다 전복삼계탕","옻바다 전복삼계탕","-","부산 연제구 월드컵대로 119번길 16","-","http://cityfood.co.kr/file2/h_0112/55725/index.html","am 10:00 ~ pm 22:00","옻삼계탕, 삼계탕","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105118416_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105118416_thumbL","연산동 중심가골목에 위치한 삼계탕전문점으로, 대표적인 보양음식인 옻나무삼계탕에 전복을 추가하여 먹을 수 있는 것이 특징이다. 식전주로 옻술이 제공되는 이 곳은 TV프로그램에도 소개 �","POINT (129.08128 35.18473)"
"935","참참부자","연제구","35.185333","129.08035","참참부자","참참부자","-","부산 연제구 월드컵대로 145번길 23","-","-","am 11:30 ~ pm 22:00","일식코스, 참치코스","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105753999_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105753999_thumbL","연산동 중심가골목에 위치한 일식코스전문점으로, 참치와 자연산회를 맛볼 수 있는 곳이다. 코스요리를 전문으로 하는 곳인 만큼 회는 물론이며, 음식 하나하나가 높은 수준이다.점심한정메�","POINT (129.08035 35.185333)"
"936","팔미초밥","연제구","35.184906","129.0818","팔미초밥","팔미초밥","-","부산 연제구 월드컵대로 119번길 8","-","-","am 11:30 ~ pm 22:00","생선초밥, 코스요리","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110257649_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110257649_thumbL","부산의 대표적인 일식전문점 중 한 곳으로, 상업지역인 이 지역에서도 손님을 대접하기 좋은 곳으로 유명한 식당이다. 30년 경력의 오너쉐프가 운영하고 있으며, 이 곳의 코스요리는 가격에 비","POINT (129.0818 35.184906)"
"942","다리집","수영구","35.146637","129.11076","다리집","다리집","-","수영구 남천바다로10번길 70 101호","-","-","11:30?21:00","떡볶이, A세트","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819112147736_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819112147736_thumbL","부산에서 가장 유명한 떡볶이 전문점 중 한 곳으로, 포장마차 장사를 하던 시절에손님들의 다리만 밖에서 보인다하여 다리집이라 불리게 된 이곳은한 개만 먹어도 배가 부를 것 같은, 큼직한 �","POINT (129.11076 35.146637)"
"944","남촌","북구","35.21074","129.00595","남촌","남촌","-","북구 금곡대로8번길 14","-","-","11:00-22:00","흑돼지 한 마리(800g), 흑돼지 반마리(600g)","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608135734815_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230608135734815_thumbL","청정지역인 지리산 아래 산청의 흑돼지만 사용하고 있는 믿을 수 있는 돼지구이전문점이다.사용되는 흑돼지 자체가 일반적인 돼지고기와 식감과 맛의 차이가 많이 나며,껍데기가 붙어 있는 �","POINT (129.00595 35.21074)"
"949","북경의자전거","북구","35.230934","129.00957","북경의 자전거","북경의 자전거","-","부산광역시 북구 용당로5번길 14","-","-","am 11:30 ~ pm 22:00","짜장면, 탕수육","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091146813_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091146813_thumbL","본격적인 중국풍의 인테리어가 특색있는 이 중식당은 중국인 쉐프들이 요리하고 있는 것으로 유명하다. 사용되는 면은 전통방식인 수타로 만들고, 다양하고 많은 종류의 요리들을 만드는 단�","POINT (129.00957 35.230934)"
"953","식당 3선(덕천점)","북구","35.21927","129.00708","식당 3선(덕천점)","식당 3선(덕천점)","-","부산 북구 금곡대로 112","-","http://www.3sun.kr","am 11:00 ~ pm 22:0021:00 (Last order)","양념돼지갈비(330g), 고추장돼지갈비(330g)","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154140644_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154140644_thumbL","숯불구이, 파삼겹구이, 밀면 등을 맛볼 수 있는 식당인 이곳은 나이와 취향에 관계없이 즐길 수있는 대중적인 맛이 특징으로, 넓은 공간을 가지고 있어 가족외식장소로 인기 있다. 메인요리인","POINT (129.00708 35.21927)"
"958","함경면옥","북구","35.21178","129.00423","함경면옥","함경면옥","-","부산 북구 금곡대로 21","-","-","am 11:00 ~ pm 21:20","물냉면, 회비빔면","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091029413_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091029413_thumbL","22년의 전통을 가지고 있는 함흥냉면 전문점으로, 메뉴에 들어가는 모든 재료들을 직접 만든다. 고구마 전분 특유의 탄력과 쫄깃함을 가진 함흥식 냉면 사리가 특징이며, 진한 육수가 맛있는 �","POINT (129.00423 35.21178)"
"959","홍옥당","수영구","35.146893","129.11392","홍옥당","홍옥당","-","부산 수영구 남천동로 108번길 49","-","-","am 10:00 ~ pm 22:00","단팥빵, 단팥죽","https://www.visitbusan.net/uploadImgs/files/cntnts/20230531122205481_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230531122205481_thumbL","광안리해수욕장 앞 골목길에 위치한 아담한 이 가게는 국산 팥만을 사용하여 음식들을 만드는 팥전문점이다. 팥빙수와 단팥죽, 단팥빵이 유명한데,특히 단팥빵의 인기가 높아 빵을 사가려는 �","POINT (129.11392 35.146893)"
"960","디에이블 송도점","서구","35.076706","129.01715","디에이블","디에이블","-","부산 서구 충무대로 47 3층","-","-","am 11:00 ~ pm 22:00","디에이블 파스타, 디에이블 피자","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819132345743_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819132345743_thumbL","유명한 양식레스토랑인 디에이블의 분점으로, 가게 전체에서 보이는 멋진 바다풍경 속에서 특별한 식사를 할 수 있는 곳이다. 시그니처 메뉴인 피자는 페스츄리 도우를 사용해 촉촉한 것이 특","POINT (129.01715 35.076706)"
"961","몽실종가돼지국밥","서구","35.10019","129.01718","몽실종가돼지국밥","몽실종가돼지국밥","-","서구 까치고개로 197번길 3, 1층","-","-","09:00-21:00","돼지국밥, 수육","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607165621037_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607165621037_thumbL","감천문화마을 근처에 있는 돼지국밥전문점으로, 청결한 실내와 친절한 점원들이 인상적이다.사골뼈를 24시간 이상 푹 고아 만든 국물이 유명하고, 국밥에 들어가는 고기양과 고기 종류를 선택","POINT (129.01718 35.10019)"
"963","식당 토성동","서구","35.097954","129.02257","식당 토성동","식당 토성동","-","부산 서구 구덕로 124번길 27","-","-","월~금 10:30 ~  20:00 / 토 10:30 ~ 15:00","한입 스테이크 덮밥, 돈카츠정식","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819133843312_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819133843312_thumbL","의외의 장소에 자리하고 있는 아담하고 예쁜 인테리어의 덮밥전문점으로, 간단한 음식, 깔끔한 맛, 친절한 서비스로 유명한 곳이다. 모든 음식이 인기메뉴이긴 하지만, 손질과 숙성을 거쳐 부�","POINT (129.02257 35.097954)"
"964","청죽","서구","35.11293","129.01305","청죽","청죽","-","부산 서구 망양로 23","-","-","am 11:00 ~ pm 22:00(브레이크타임 15:00 ~ 16:30)","스페셜코스, VIP코스","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134238418_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134238418_thumbL","입구까지 이어진 근사한 정원이 멋진 일식코스요리전문점으로, 이 지역에서는 상견례 등격조 있는 모임의 장소로 많이 이용하는 곳이다. 비교적 비싼 가격의 식당이지만, 맛과 서비스 모두 충","POINT (129.01305 35.11293)"
"965","편의방","서구","35.11915","129.01625","편의방","편의방","-","서구 대신공원로 13-5","-","-","11:00-21:00","삼선만두, 군만두","https://www.visitbusan.net/uploadImgs/files/cntnts/20230602154202290_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230602154202290_thumbL","빨간 간판이 눈에 띄는 이곳은 3대째 이어오는 중국만두전문점으로, 하루에 40인분 한정에, 30분 전에 미리 전화로 주문해야 한다는 삼선만두가 유명한 곳이다.주문과 동시에 만드는 삼선만두�","POINT (129.01625 35.11915)"
"966","동원장수촌하단점","사하구","35.10194","128.97113","동원장수촌하단점","동원장수촌하단점","-","사하구 동매로 117 B 201호","-","https://www.busanduck.com/untitled-22","11:00-21:30","녹두한방백숙, 능이백숙","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607132213312_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607132213312_thumbL","도자기 장인이 빚어낸 둥그런 뚝배기에 음식을 담아내는 보양음식전문점으로,모임 등의 장소로도 인기 있는 곳. 녹두한방백숙이 특히 인기 있는 메뉴로황기, 구기자, 감초 등의 한약재와 녹두","POINT (128.97113 35.10194)"
"969","포항가자미물회","사상구","35.169525","128.98228","포항가자미물회","포항가자미물회","-","사상로 275-1","-","-","오픈 11:40 / 마감 15:00","여름물회, 겨울물회","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819143114772_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819143114772_thumbL","소박한 느낌의 동네식당으로, 시원한 물회에 국수를 말아먹는 것으로 유명한 물회전문점이다. 갖은 양념에 무쳐진 회와 물회 육수가 따로 제공되며, 여름에는 신선한 토마토에 싸먹고 겨울에�","POINT (128.98228 35.169525)"
"974","괘법쭈꾸미","사상구","35.163906","128.98459","괘법쭈꾸미","괘법쭈꾸미","-","광장로81번길 33","-","-","오픈 11:30 / 마감 23:00","웰빙쭈꾸미","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819161305335_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20200819161305335_thumbL","2007년 괘법동에서 시작한 이 지역의 대표적인 쭈꾸미요리전문점으로, 직접 만든 비법소스를 사용하여 매우면서도, 자꾸 먹게 되는 맛이 특징이다. 대표메뉴는 웰빙쭈꾸미이며, 단일메뉴로 꾸�","POINT (128.98459 35.163906)"
"1065","삼진어묵","영도구","35.092953","129.04279","삼진어묵","삼진어묵 영도본점","부산광역시 품질인증 문화체험장","부산시 영도구 태종로99번길 36 삼진어묵","-","https://www.samjinfood.com/","월~일 / 9:00~19:00","-","https://www.visitbusan.net/uploadImgs/files/cntnts/20210415134915004_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20210415134915004_thumbL","삼진어묵은 1953년부터 3대 째 가억을 잇고있는 대한민국 대표 어묵 브랜드입니다.","POINT (129.04279 35.092953)"
"1092","광명집","남구","35.125664","129.10095","광명집","광명집","-","남구 신선로 458","-","-","11:00-22:00","아구찜, 대구찜","https://www.visitbusan.net/uploadImgs/files/cntnts/20230525152622629_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230525152622629_thumbL","20년이 넘게 대를 이어 운영 중인 아구찜/대구뽈찜 전문점으로신선하고 품질 좋은 재료들로 찜요리를 만들고 있다.대구뽈찜은 양파가 가득 올려 진 독특한 조리법이 사용되며, 두 가지 찜 요리","POINT (129.10095 35.125664)"
"1094","명지첫집","강서구","35.095818","128.92444","명지첫집","명지첫집","-","강서구 명지국제6로232번길 18","-","https://myungjifirst.modoo.at/","11:30-15:00 / 17:00-21:00","쭈꾸미보쌈, 보쌈정식 점심특선 2인","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607165446819_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230607165446819_thumbL","기분이 좋아지는 푸짐한 한상차림의 보쌈정식과 쭈꾸미보쌈이 대표메뉴로명지를 상징하는 식재료인 소금과 대파를 활용한 젓갈과 대파김치를 보쌈요리에 곁들였다.","POINT (128.92444 35.095818)"
"1098","드마히니 더블유스퀘어점","남구","35.13426","129.11124","드마히니 더블유스퀘어점","드마히니 더블유스퀘어점","-","남구 분포로 145 (W스퀘어 2동)","-","http://demarigny.co.kr/","오픈 11:30 / 마감 22:0015:00~17:00 (브레이크타임)20:30 (라스트오더)","랍스타스튜 43,000원","https://www.visitbusan.net/uploadImgs/files/cntnts/20210913095514659_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20210913095514659_thumbL","부산의 유명 베이커리 옵스(OPS)에서 만든 두 번째 프렌치 레스토랑으로 파리 현지 카페의 자유로운 분위기를 살린 공간이 특징이며, 소박하고 정성 가득한 프랑스 요리들과  스페셜티 등급의 �","POINT (129.11124 35.13426)"
"1099","명품외식 육면정","남구","35.148415","129.09482","명품외식 육면정","명품외식 육면정","-","남구 황령대로 329","-","-","am 11:30 ~ pm 22:00","생진갈비살150g, 양념갈비300g, 갈비살양념구이250g","https://www.visitbusan.net/uploadImgs/files/cntnts/20210913100010495_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20210913100010495_thumbL","다양한 연회석과 어린이 시설, 넓은 주차장을 가지고 있는 큰 규모의 구이전문식당으로 질 좋은 소고기와 신선한 야채들을 제공하고, 최고등급의 위생수준을 인증 받았다. 단체모임이나 가족�","POINT (129.09482 35.148415)"
"1100","호포갈비 문현점","남구","35.13401","129.06631","호포갈비 문현점","호포갈비 문현점","-","남구 우암로 359","-","https://www.okgoodfood.com/","11:30-21:30","고기, 호포갈비탕","https://www.visitbusan.net/uploadImgs/files/cntnts/20230601215049360_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20230601215049360_thumbL","1층의 정육판매점에서 구입한 고기를 2층의 식당에서 구워먹는 방식의 식당으로,깔끔한 인테리어와 수준 높은 청결상태를 자랑한다.판매점에서는 질 좋은 육류를 취급하고 있으며, 다양한 부�","POINT (129.06631 35.13401)"
"1104","평산옥","동구","35.114292","129.0371","평산옥","평산옥","-","동구 초량중로 26","-","-","am 10:00 ~ pm 20:00","수육, 국수, 열무국수","https://www.visitbusan.net/uploadImgs/files/cntnts/20210913104329974_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20210913104329974_thumbL","4대에 걸쳐 운영하고 있는 100년 전통의 돼지수육전문식당으로 돼지수육과 수육 삶은 육수에 말은 국수가 유명하다. 국내산 신선한 고기로 만드는 육수는 맑은 국물 색과 담백하지만 진한 맛을","POINT (129.0371 35.114292)"
"1106","공감식당","부산진구","35.16551","129.03838","공감식당","공감식당","-","부산진구 동평로 81","-","-","월~금 pm 17:00 ~ pm 22:00 / 토~일  am 11:30 ~ pm 22:00","선별숙성삼겹살130g, 선별숙성목살130g","https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110103549_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110103549_thumbL","보리를 사료로 키운 돼지를 전문가가 직접 선별, 숙성하여 전문교육을 받은 직원들이 직접 구워주는 구이전문점으로, 삼겹살과 구워먹는 치즈가 이 곳의 인기메뉴이다. 다양한 사이드 메뉴도","POINT (129.03838 35.16551)"
"1107","다옴 (서면 삼정타워점)","부산진구","35.152874","129.05957","다옴 (서면 삼정타워점)","다옴 (서면 삼정타워점)","-","부산진구 중앙대로 672, 삼정타워 5층","-","https://www.instagram.com/daom2016/","일~목 / am 11:00 ~ pm 22:00 (라스트오더 21:20)금~토 / am 11:00 ~ pm 22:30 (라스트오더 21:20)","차돌박이비빔국수, 칼국수, 비빔밥","https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110833421_ttiel","https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110833421_thumbL","가볍게 즐길 수 있는 한식메뉴를 선보이는 식당으로 남해안멸치로 만드는 육수와 과일을 첨가하여 만든 숙성양념 등 음식준비에 많은 정성을 들인다. 차돌박이가 토핑 된 비빔국수와 비빔밥�","POINT (129.05957 35.152874)"
